Nerede gizli?	tr
La tragikaj eventoj je la dekunua de septembro markis la mondan historion.	ep
Ég er heilsuhraustur.	is
A capital da Sérvia é Belgrado.	pt
Eblas kalkuli la mason de Tero uzante formulon, kiu inkluzivas la daŭron de la rondiro de Luno ĉirkaŭ Tero, la meza disto inter Tero kaj Luno, la universala gravita konstanto kaj la nombro π.	ep
Sie erhielt gute Noten in Mathematik.	de
Qual è la sua canzone di Natale preferita?	it
Он всё время орёт на своих детей.	ru
La du viroj komprenis unu la alian perfekte, kaj havis reciprokan respekton al la fortaj kvalitoj unu de la alia.	ep
Drakoj estas estaĵoj longaj kiel serpentoj, havantaj flugilojn kiel birdoj, kaj inteligentaj kiel homoj.	ep
Onun tam olarak niyet ettiği oydu.	tr
Tiu kulero estas por supo.	ep
Keinem außer mir kann ich die Schuld geben.	de
Его речь взволновала нас.	ru
Ŝparu kandelon por nokto.	ep
Déjame decirte algo.	es
Si hubiera ahorrado, ahora no tendría que vender el coche.	es
Söylediğinin doğru olduğunu kanıtlayabilir misin?	tr
Ontem esqueci a carteira.	pt
Die Wanderer waren praktisch eingefroren, als man sie fand.	de
Per piacere, cambi la bandiera.	it
I didn't like the way she talked to people.	en
Mariko jól beszél angolul.	hu
La femme qui se tient là-bas est la plus belle femme que j'ai jamais vue.	fr
Yarına kadar ev ödevini teslim etmeyi unutma.	tr
Das Boot war mit einem Tau am Ufer festgebunden.	de
Tom fragte mich, ob ich mit ihm am Samstag Fahrrad fahren könne.	de
Ne "li estas mia filo" sed "mi estas lia patro".	ep
Bu tiyatroda alkol içmememiz gerekiyor.	tr
Tom sagt, er könne nichts mehr essen.	de
Ich erinnere mich, den Film schon gesehen zu haben.	de
Ĝi pligrandiĝas.	ep
Ich war dumm genug, um es zu machen.	de
मी ब्राजिलपासून आलेय.	ma
Tom llevaba una corbata roja y blanca a rayas.	es
Özür dilerim, o bilgiyi size vermeye izinli değilim.	tr
No viertas agua caliente en el vaso, podría quebrarse.	es
En tehnyt mitään väärää.	fi
Instigoj estas ĉiam bonvenaj.	ep
Non potevo proprio dire di no.	it
Ein Junggeselle ist ein Mann, der nicht gleich eine Farm kauft, wenn er ein Hühnerei braucht.	de
There she stands.	en
Они хотят, в первую очередь, жить мирно.	ru
Ihr Lebensraum ist durch Abholzung bedroht.	de
Io uso Twitter.	it
Просто използвай моя засега.	bg
La laboroj komenciĝos morgaŭ.	ep
The government's decision had disastrous economic consequences.	en
Je veux t'entendre hurler.	fr
Разве вы не видите, что мы разговариваем?	ru
Mary manĝas pli malmulte ol sia fratino.	ep
He just wants my attention.	en
Tom si sta sentendo frastornato.	it
Van néhány könyv az asztalon.	hu
Vil du gøre mig en tjeneste?	dk
Que sais-tu de la patience, d'abord ?	fr
I'm sending Tom home.	en
The fry does not need to be taught to swim.	en
Tom yaralı görünüyor.	tr
Я хочу, чтобы все показали мне свои водительские права.	ru
Estas ações são intransferíveis.	pt
Es ist nicht die physische Trennung von anderen Menschen, die uns einsam macht. Erst die geistige, die spirituelle Trennung führt uns in die Isolation.	de
ती त्याच्यापेक्षा जास्त हुशार आहे.	ma
We like reading English literature.	en
Я люблю поспать.	ru
Tom estas malrapida manĝanto.	ep
Waking up is the opposite of falling asleep.	en
Io non sono un gran nuotatore.	it
Abbiamo molta neve d'inverno.	it
Diga a Tom que estaremos prontos.	pt
Vi povus esti pli afabla rilate vian fraton.	ep
मंदीर टेकडीच्या टोकावर आहे.	ma
Er ist praktisch schon tot.	de
Дори и никой да не дойде с мене, ще отида да гледам този филм при всички случаи.	bg
Come back here. It's a trap.	en
Ozawa had not eaten anything since morning, or rather since the previous night.	en
Gehe sofort in die Universität, denn dort wird eine wichtige Veranstaltung stattfinden.	de
Она покрыла её лицо поцелуями.	ru
Tom l'ha fatto.	it
Meus antepassados foram os pioneiros desta terra.	pt
Ĉu vi scias kun certeco la prezon de tiu aŭto?	ep
I suggest you keep your voices down.	en
Pour réussir, il te faut admettre les opinions d'autrui et voir les choses à sa façon.	fr
"Birdo" estas la vorto.	ep
Mia frato aĝas du jarojn pli ol mi, sed li longas tri centimetrojn malpli.	ep
Mi simple volas feriojn.	ep
Tom lost his new watch.	en
La plupart des japonais boivent l'eau du robinet.	fr
In tal contesto non vengono considerati matti.	it
Penso che oggi farà caldo.	it
Cadendo, ha tirato il freno d'emergenza.	it
What does it matter to us?	en
Fra poco vai al gabbio anche tu?	it
Keskustelut kestävät kolme päivää.	fi
Er steckt das Messer neben die Scheide.	de
Le prove erano contro di me.	it
È competente?	it
Io non aiuto i poveri.	it
Massereiche Sterne sind äußerst heiß.	de
Deve asciugare i suoi vestiti in ogni caso.	it
No tienes que agradecernos.	es
Tom didn't tell anyone what he was about to do.	en
Ha messo su peso?	it
Das Verhalten der Dame war stets würdevoll.	de
This isn't the time or the place.	en
Tom ist ein netter Mensch. Alle lieben ihn.	de
O adam tuhaf birine benziyor.	tr
Havaalanına yakın bir otelde kalmak istiyorum.	tr
Ni eniris diablan cirklon.	ep
Tom nie chciał mi wierzyć.	pl
О, я и не знал.	ru
Tom realized that his father could no longer recognize him as his son.	en
Hiç tanımlanamayan uçan nesne gördün mü?	tr
Boston'a uçak bileti için ödeme yapmak zorunda değildim.	tr
Me desfiz dos sapatos.	pt
A diákok csendben ülve hallgatták az előadást.	hu
Ona söylemeye gitmek zorundayım.	tr
Sen bile onu hatırlıyor musun?	tr
Li estas efektive lerta.	ep
Tom lebt schon seit seiner Kindheit in New York.	de
Tom weiß genau, wie du dich fühlst.	de
Есть лишь один верный ответ.	ru
Ме изненади тоа што Том не ми се заблагодари за подарокот.	mk
Ми заповеда да ја напуштам собата веднаш.	mk
Mi ne ŝatas, ke oni moku min.	ep
Не беше лесно да се реши овој проблем.	mk
Io affilo i coltelli.	it
Most is sokáig kellett várnunk.	hu
La materialo estas plasta ankaŭ ĉe malalta temperaturo.	ep
Ве молиме ставете ги рацете зад грб.	mk
Nem tudhatom, hogy mire gondolsz.	hu
Вот как ты платишь мне за мою доброту?	ru
Vennünk kellett volna még egy üveg bort.	hu
All you have to do is write a few sentences about what you did yesterday.	en
Hastanın artık bir nabız atışı yok.	tr
Asansörle zemin kata indik.	tr
Dit is eenvoudig.	nl
Лично я думаю, что ты прав.	ru
บอกหล่อนว่าฉันจะโทรกลับไปทีหลัง	th
He tried again.	en
I should be back in two to three weeks.	en
Те покани ли Том на љубовна средба?	mk
Io non posso venire perché sono a Londra.	it
Језиво беше.	mk
O, Boston'dayken Tom'un ileri sınıflarından birine öğretmenlik yapacağım.	tr
Nyalakan radionya.	in
Нам бы не помешала твоя помощь.	ru
Как давно ты носишь контактные линзы?	ru
Vivian Ward geeft enkele Rodeo Drive verkoopsters een koekje van eigen deeg in de film Pretty Woman.	nl
Those men are strange.	en
Voi sentite quel suono?	it
L'as-tu embrassée ?	fr
Мы зашли пожелать тебе удачи.	ru
Geçen sene saçları uzundu.	tr
Kérlek, próbálj ki egyet!	hu
Хотите, я скажу правду?	ru
Tom'la gitmek istemediğine emin misin?	tr
J'étais sceptique.	fr
Tom istediğine sahip.	tr
Hayır!	tr
Ты что, не видишь, что я занят?	ru
Onu yapanın Tom olduğunu düşünüyor musun?	tr
Tom'un onu yapmasına izin verilmeyecek.	tr
Tom hat mehr Alkohol als Essen in seinem Kühlschrank.	de
Tom adında bir adam için çalışıyordum.	tr
Tomo volis, ke Mary ludu la violonon.	ep
Io sono attratto da te.	it
You can't be young.	en
Ovviamente non è giusto!	it
Düşman daha fazla direnç göstermeden pes etti.	tr
Ben bir banka personeliyim.	tr
Quando uma mulher finge não perceber alguma coisa é porque ela já viu o suficiente.	pt
Yo estoy suscrito a dos periódicos.	es
Откуда всё это взялось?	ru
Por que vocês sempre estão ocupadas?	pt
Se não fosse pelos livros, cada geração teria que redescobrir sozinha os fatos do passado.	pt
Combien de temps avez-vous vécu sur cette île?	fr
Tomo perdas la sinregon.	ep
Se på det tårn som står på bakken.	dk
Том всегда меня смешил.	ru
¡Contestadme!	es
Майк очень хорошо плавает.	ru
Bu gerçekten haksız.	tr
Qualcosa li ha spaventati.	it
Ce garçon est joueur, et je ne sais ce qu'il aime le mieux des femmes ou du vin.	fr
O seu amigo está na outra sala.	pt
Non li ho ancora chiamati.	it
Era para isto ser engraçado?	pt
Mi absolute certe scias tion.	ep
Tomo ne tiel dikas, kiel mi.	ep
Vi devas vidi ĝin por kredi ĝin.	ep
Tom sapeva che mancava qualcosa.	it
Sono sicuro che vi piaceranno.	it
Mia patrino ne tre bone scipovas la anglan.	ep
Нам нужно будет подождать пару часов.	ru
Perché avete firmato la confessione?	it
Какой хлеб ты ешь?	ru
Tomo boligas ovon.	ep
I don't study.	en
Bavullar nerede?	tr
Tom will up sticks at his aunt's house; he thinks he may be a burden to her.	en
Tomo vundis al si la genuon, kiam li falis.	ep
Ogni volta che le sigarette salgono di prezzo, molte persone cercano di smettere di fumare.	it
Sur la truo de la nun varmega hejtilo oni ŝovis la vaflilon kun ĝia nigra ringo.	ep
Том не боится умереть.	ru
Eu sou uma pessoa estressada.	pt
Distinguiamo il vero dal falso!	it
Banyo yapıyorlardı.	tr
Li ŝatis skiadi tiom ofte, kiom li deziris.	ep
Osztok-szorzok, de egyszerűen nem tudom, miből fogjuk kifizetni az adósságainkat.	hu
A bort a pincéjükben tartják.	hu
Das Leben ist ein Spiel auf einer Bühne, das unsere Aktionen bringt, uns wechselweise zum Statisten, Publikum oder Hauptdarsteller macht.	de
То, что происходит с экологией в нашей стране, — это просто национальный позор.	ru
Tom foi o primeiro a perceber o que estava acontecendo.	pt
I like your writing style.	en
Mi faris nenion dum mia feritago.	ep
Le produit national brut est la somme de la production totale de biens et de services en valeur financière.	fr
Je vais lui demander où il est allé dimanche dernier.	fr
Beware! There's a car coming!	en
Bring me two pieces of chalk.	en
What is the main industry in this town?	en
Le Japon a une densité de population élevée.	fr
Op onze website, http://www.example.com, staat alle informatie die je nodig hebt.	nl
The party was all but over when I arrived.	en
He was reading a textbook on American history.	en
He did not know what to say.	en
He had to lead a miserable life for many years.	en
He is the greatest statesman that ever lived.	en
Tears fell from her eyes.	en
She had no choice but to accept her fate.	en
She is like a mother to me.	en
My mother is busy planting flowers in the garden.	en
I am no more happy than you are.	en
If it rains tomorrow, I will stay at home all day.	en
Penses-tu qu'il est bien pour la place ?	fr
Prawda nie potrzebuje wielu słów.	pl
Nie jest już taki jak kiedyś.	pl
On jest niewysoki, podobnie jak ja.	pl
Le cicale stanno cantando.	it
Завтра воскресенье.	ru
Hei Mimi! Mitä kuuluu?	fi
До свидания, до завтра.	ru
Ha un'auto straniera.	it
Ho già visto il film.	it
Kijk naar hem en doe wat hij doet.	nl
Gisteren kocht ik een boek.	nl
He tried to get me to help him.	en
Il était le premier à arriver.	fr
John gitarludis kaj liaj amikoj kantis.	ep
Kia maljuna li estas!	ep
Ŝi volas ĉeesti la feston.	ep
Lia romano estis tradukita en la japanan.	ep
No, non troppo.	it
Quand'è arrivato il suo treno a Kyoto?	it
Algunos niños están nadando en el río.	es
Я нашёл яблоко и съел его.	ru
Perdí a mi esposa el año pasado.	es
Faðir, eignast fé fé? Nei, fé eignast lömb.	is
John er ekki sami maður og hann var fyrir þremur árum.	is
要是你注意你的外国朋友，可能会对他们跟你不一样的传统和习惯感到惊讶。	zh
Nie mogę dać ci się lenić. Musisz podjąć konkretną pracę.	pl
Il va faire assez froid.	fr
Lass dich durch nichts daran hindern, Erfolg zu haben.	de
Mi faligis arbon.	ep
Боюсь, что после обеда пойдёт дождь.	ru
Entre nous, il est plutôt stupide.	fr
Het is mijn doel om altijd de beste oplossingen te vinden.	nl
Die Fragen dieser Klausur stammen vorwiegend aus den Bereichen Morphologie und Syntax.	de
Walking is a healthy form of exercise.	en
Sind Sie ein wandelndes Wörterbuch?	de
Almost all dogs are alive.	en
Olíuflutningaskip er skip sem flytur olíu.	is
Fui a Osaka a visitar a mi amigo enfermo.	es
Ele não gosta do diretor.	pt
Gosto de dormir numa cama macia.	pt
Ele está desanimado pelo fracasso no exame.	pt
You should avoid tight fitting clothes if you are pregnant.	en
Ĉu vi estas religiano?	ep
El punto al que quería llegar es que nos iría mejor si aceptara el ascenso.	es
Se vai in autobus, puoi arrivarci in circa un terzo del tempo.	it
Tom was sentenced to death.	en
Tom kept me waiting for more than 30 minutes.	en
Tom felt happy.	en
Washing the car took longer than we expected.	en
Ekspedu vin for!	ep
En la pasinta jaro mi loĝis en Nov-Jorko.	ep
Questo è un altro problema.	it
Su valentía será recordada.	es
Ich weiß nicht ob ich da mit dir einer Meinung bin.	de
Il Tanakh è la Bibbia ebraica.	it
Sinjoro Berg helpas vin.	ep
Siglo dieciocho, a menos que sea una falsificación.	es
Es imponiert mir, wie du dich gegen Widerstände durchsetzt.	de
La ambulanco perdis la stireblon kaj preskaŭ surveturis piediranton.	ep
Prenez un bus.	fr
Es hora de dar de comer a las ovejas.	es
El volcán entra en erupción a intervalos regulares.	es
Mój tata gra w tenisa każdej niedzieli.	pl
Ich habe erfahren, dass er morgen abreist.	de
Acı biraz azaldı.	tr
La neĝoŝtormo daŭris.	ep
Tom perdió contacto con Mary.	es
Ce travail n'est pas un jeu d'enfant.	fr
Lui è un uomo di cui ci possiamo fidare.	it
Буря повалила дерево.	ua
Él dijo mi nombre.	es
Disseram que ele era um oriental falante e barulhento.	pt
Mi ofte pensas pri ili.	ep
Fico feliz que Tom tenha conseguido mudar de nome.	pt
Te escribo una carta extensa porque no tengo tiempo de escribirte una breve.	es
Sie spionierten ihm nach, während er badete.	de
¿Alguna vez has tomado unas vacaciones?	es
Die Sprache kann einem wie ein bodenloses Meer vorkommen, ohne andere Grenzen als den Horizont.	de
Kalp yetmezliğinden aniden öldü.	tr
Du liegst trotzdem falsch.	de
Ich habe einen Schatz gefunden.	de
E se vocês estiverem erradas?	pt
Das ist ein Brief aus Kanada.	de
Elle sera toujours parmi vous.	fr
Tom ist faul.	de
Ŝi estis akceptita en la universitato de Waseda.	ep
Ich weiß nicht mehr, warum ich das getan habe.	de
Let's not overdo it.	en
Ne estas tiel, ke mi ne volas fari ĝin.	ep
I don't want to tell Tom I've been to Boston.	en
El papel vegetal es muy económico.	es
He loves soccer.	en
El susurro del arroyo me dio sueño.	es
Kahve çok şekerli.	tr
Köpenhamn är Danmarks huvudstad.	se
Liisa scheut die Öffentlichkeit.	de
Halte jeden für einen Engel und schließe die Sachen vor ihm wie vor einem Diebe.	de
De verdad te amo mucho más que a ella.	es
Ich habe geerntet.	de
I'm for that.	en
Hay que meter en cintura a ese chico.	es
¿A dónde va ese camino?	es
त्याने मला वचन दिलं.	ma
Tio ne respondas mian demandon.	ep
Tom and Mary don't need a chaperone.	en
Das ist nur zum internen Gebrauch bestimmt.	de
Er wurde traurig, als er es erfuhr.	de
Mutassa az útlevelét.	hu
Tom doesn't like to get his hands dirty.	en
Stiamo perdendo tempo.	it
Dein Plan ist gescheitert.	de
Эта площадь когда-то считалась самой оживленной площадью Европы.	ru
Sanırım Tom uykuda.	tr
Voy a poner un apósito.	es
Madem onu seviyorsun, neden ona destek olmuyorsun?	tr
Том - мой адвокат.	ru
Является ли мой ответ верным?	ru
Die neue Schule hatte es versäumt, die besonderen Bedürfnisse junger Menschen zu berücksichtigen.	de
Ballerò con Tom.	it
Я сделаю это один.	ru
Кто-то звонит в звонок, но я никого не жду этим утром.	ru
Tom won't be able to get up that early.	en
You must be sleepy.	en
Ich hatte mit ihnen nichts gemein.	de
Tässä on vain yksi ongelma.	fi
Эта кукла была подарком от моей тёти.	ru
Minun oli saatava jotain autosta.	fi
Estante vera "marurso", li sur firma tero ĉiam sopiras senti la tabulojn de ferdeko sub siaj piedoj.	ep
I should've never let Tom go swimming by himself.	en
मी माझे काही जुने कपडे सॅल्व्हेशन आर्मीला देऊन टाकले.	ma
Bence çok memnun kalacaksınız.	tr
Du warst für Tom da, wenn er dich brauchte.	de
Я опоздаю.	ru
Avrete il diritto di scegliere.	it
Tocca a me provare a risolvere il problema.	it
Perché i momenti di pura gioia devono essere sempre interrotti da momenti di rabbia e sconforto?	it
È impazzito per via dello shock.	it
Ĉu vi scias, kio estas tio?	ep
Ils ont été ici à partir de cinq heures.	fr
It's moving fast.	en
Tom is always quoting some famous person.	en
Ils sont cousins au second degré.	fr
Vede tutto in termini di denaro.	it
Мы все знаем, как это может быть опасно.	ru
Nel parlato si usa spesso il discorso diretto per riportare altri discorsi.	it
Non riesco a immaginare la vita senza Tom.	it
Tom, powiedz coś.	pl
আমাদের খালি টমকে আমাদের হয়ে এই কাজটা করে দিতে বলতে হবে, তাই না?	bj
Prices have risen quite a lot in the past few years.	en
Zaten aptalca bir fikirdi.	tr
Toda la clase debe aprenderse el poema de memoria.	es
Go tell that to Tom.	en
Tom hasn't even told Mary his name yet.	en
Kuka on lempinäyttelijäsi?	fi
Warum hassen alle Tom?	de
I hadn't expected us to speak so much about love this Monday morning.	en
Giuro che poi la smetto.	it
Yeni yönetim altındayız.	tr
Том собирается купить новый компьютер.	ru
Ты должен мне пиво.	ru
Il est interdit de fumer dans une voiture avec un enfant de moins de 16 ans.	fr
Call Tom, but don't tell him what really happened. Tell him it was an accident.	en
La signification des phrases est altérée lorsque la ponctuation est modifiée.	fr
La smetta di seguire Tom.	it
Es braucht an diesem Text nur Weniges verändert zu werden.	de
Aynı anda iki insanı seviyorsan, ikinciyi seç çünkü birinciyi sevseydin ikinciye tutulmazdın zaten.	tr
On Sunday we put the clock forward.	en
Eve geldiğim zaman, paspasın üzerinde tökezledim.	tr
Все высоко оценивают её работу.	ru
Está bem agora?	pt
Tom'a ne yapmak istediğini sordum.	tr
Tom ailesinin evinden taşındı.	tr
This is highly unusual.	en
Nessuno riusciva a far ridere la principessa.	it
La escuela empieza a las nueve y acaba a las seis.	es
এই রাস্তাটার নাম কী?	bj
Том сказал, что спешит.	ru
Tom puhuu ranskaa hyvin.	fi
È restata a casa.	it
Lind on taevas.	ee
Tom é menor de idade.	pt
Ben çok, çok mutlu bir adamım.	tr
Tom was celebrating the victory with wine.	en
Mi cola il naso.	it
Néhány nyugtalanító hírt hallottam ott.	hu
Io accettai l'offerta.	it
Люди раньше думали, что Солнце вращается вокруг Земли.	ru
Jaj de szépen süt az őszi napsugár.	hu
Sən hər şeyi Toma deməməlisən.	az
Кое го претпочиташ?	mk
Ili longe kaj multe parolis unu kun la dua.	ep
Mitől vagy úgy meglepve?	hu
He went to Ashkhabad.	en
Секоја вечер одам на прошетка со маж ми.	mk
Тоа не постои во природата.	mk
Том и Мери зборуваа за војната.	mk
Tom 2.30'dan önce onu yaptırmak için çok çalışıyor.	tr
Hei! Tiedätkö, että tänään on minun syntymäpäiväni?	fi
Вы можете сделать это потом.	ru
A gyár televíziókat állít elő.	hu
Här är lite vatten.	se
Man merkt, dass es dir gefallen hat.	de
Nem érinthetlek meg?	hu
Он не доверяет полицейским.	ru
Wie würdest du reagieren, wenn deine Frau so etwas zu dir sagen würde?	de
The river flows in front of our village.	en
Siete preoccupate per il riscaldamento globale?	it
Karomba zárlak majd egy éjszakán.	hu
25 yaşına gelinceye kadar beş farklı ülkede yaşadı.	tr
Jetzt wird das langsam ein bisschen albern.	de
Existent-ils ?	fr
Sok munka van még.	hu
Tom sırlardan nefret ediyor.	tr
Kim olduğunuzu biliyor musunuz?	tr
Расскажи мне о них побольше.	ru
Tom a szomszéd faluban él.	hu
Том трижды спасал мне жизнь.	ru
Лицо Тома стремительно побагровело.	ru
Эти розы цветут весной.	ru
Le ho detto di non lasciare andare la corda, però è quello che ha fatto.	it
Ők nem beszélnek angolul.	hu
Ты застрял?	ru
Я знаю, что вы ненавидите свою работу.	ru
Meg fogod tartani az ígéreted?	hu
U hebt een ziekenwagen nodig.	nl
Umut kayıp değildir.	tr
Fojfoje vi timigas min.	ep
Doktorum sigara içmeyi bırakmamı söyledi.	tr
E te ne accorgi solo adesso?	it
Tämä planeetta kiertää kahta tähteä.	fi
Voi avete delle disabilità?	it
Том казался сердитым.	ru
Mi decidis ne plu surmeti subvestaĵojn.	ep
Por favor, deixe livre a tarde do próximo sábado.	pt
La knabino estas fototaŭga!	ep
Kiel eblas, ke vi vidis ilin, dum ili faris tion?	ep
Vi bezonas scii, kion mi opinias.	ep
Dovremmo dirle la verità.	it
Io sono un eiaculatore precoce.	it
Я закрывал магазин.	ru
Hol szomj honolt, ott okos bolond kolompot lopott s bort hozott, hogy torkon folyjon.	hu
Этот воробей не может летать. У него сломаны крылья.	ru
Io non ho mai avuto l'occasione di incontrarle.	it
Meg volt az egyedüli csajszi, aki farmerbe feszített.	hu
Bedankt voor uw moeite.	nl
Ĉu mi atribuis al vi la sidlokojn?	ep
L'imputato non ha precedenti di abuso di droghe.	it
Эта кровать кажется прочной.	ru
Eve yürürüm.	tr
Tom voleva qualcosa di freddo da bere.	it
Tom arriva à l'hôtel.	fr
Tom a dit à Mary de ne pas nager avec John.	fr
Je n'ai aucune idée de qui il est.	fr
I was very pleased.	en
Mississippi'nin en alçak noktası nedir?	tr
Tom eğlendiğini söylüyor.	tr
Lei non è di queste parti, vero?	it
Tom ha fatto a Mary un massaggio ai piedi.	it
Tom'un uzun kahverengi saçı var.	tr
Tomo ĉiam pensas pri manĝaĵoj.	ep
Ĉu mi povas ŝalti la radion?	ep
Вы обещали!	ru
Io sarò occupato questo pomeriggio.	it
Voglio incontrarti.	it
Me l'avete donata.	it
Зачем ты идёшь?	ru
Le meilleur moyen pour apprendre à se connaître, c'est de chercher à comprendre autrui.	fr
Я бы очень хотел пойти, но не могу.	ru
Сходите в магазин.	ru
Non sono molto brava.	it
Io sono imparentata con lui.	it
Tom eats lunch in the school cafeteria.	en
Les conducteurs devraient toujours être sur leur garde quant aux accidents.	fr
As far as I know, he is American.	en
The little boat bobbed on the rough sea.	en
Nobody that has any common sense would think of doing such nonsense.	en
In old times people didn't think that the earth is round.	en
He managed to avoid damaging my reputation by dropping a hint.	en
He shut the door behind him.	en
His quick temper will get him in trouble one day.	en
He has done many things for poor people.	en
Japón es un país agraciado.	es
Lo discutimos agradablemente tomando una copa.	es
Na razie są mali, ale wkrótce otworzą sklep w twojej okolicy.	pl
Welche Absicht verfolgst du damit, Englisch zu lernen?	de
We are not human beings having a spiritual experience; we are spiritual beings having a human experience.	en
Эта сумка моя.	ru
Tiun birdospecion onidire minacas formorto.	ep
Не говори так.	ru
Eldri bróðir minn kláraði heimavinnuna sína mjög fljótt.	is
Uzağa gidiyorum.	tr
La prezoj altas.	ep
Mając czas, studiowałbym francuski.	pl
Le vi hace tres años.	es
Tio ĉi ne funkcias!	ep
Þess lags hlutir geta gerst þegar maður er að flýta sér.	is
Trabajo con un español.	es
Mi studas la italan ekde malmultaj monatoj.	ep
Oni batas la oron, por provi ĝian valoron.	ep
Kiu povas konkuri kun la beleco de la naturo?	ep
Wie is die vrouw?	nl
I apologize for what I said.	en
La tuta klaso ridaĉis pri la malbona lernanto.	ep
Mi intencas viziti vin iam ajn baldaŭ.	ep
Er verlief sich in der Stadt.	de
Nie jesteś wobec niej szczery.	pl
La malvarmo malutilas al la rozoj.	ep
Su comportamiento me molestó.	es
Влюбен съм в нея.	bg
Тя е богата жена.	bg
Aren’t they going to the ceilidh in the town?	en
Ich würde dies bitte gern versichern.	de
切記！	zh
Estoy orgulloso de vosotros.	es
Lamentamos sua morte.	pt
Mi aĉetos tiun skribotablon por li.	ep
Tom had nothing more to add.	en
Manga " One Piece " Malezya çok popüler.	tr
Magnalena e Ania são boas amigas.	pt
Tom kitabı bir kenara koydu ve yukarı baktı.	tr
Some people like the sea more, others like the mountains more.	en
O futbolu sevmez.	tr
Tom acha que cerveja é bom para você.	pt
Sanoit hänelle, että olit lopettanut työn kolme päivää sitten.	fi
Tom kendini suçlu hissetti.	tr
Tom söyleyecek doğru kelimeleri düşünemedi.	tr
Mi vidis la aspekton de viro.	ep
Das weiß er selbst am besten.	de
Benim için kamerama sahip çık.	tr
Kuvvetli bir rüzgar vardı.	tr
Egyes emberek gyűlölnek vitatkozni.	hu
Je ne me coupe jamais les ongles la nuit.	fr
Tio ne ekzistas.	ep
Du solltest immer deine Hände sauberhalten.	de
Mi tío tiene una casa en Italia.	es
Miért vagy ilyen búval bélelt?	hu
Jen listo de ligiloj al esperantolingvaj retpaĝoj.	ep
Ce chemin est très long.	fr
Où as-tu été durant tout ce temps ?	fr
Je ne comprends pas pourquoi elle éprouve des réticences envers l'éjaculation faciale.	fr
Se habla ruso.	es
Un virus infectó el computador de Tom.	es
Да, я очень люблю готовить... и поесть.	ru
Tom wohnt in einem ruhigen Stadviertel.	de
Я сознался в краже денег.	ru
Legfőbb ideje megházasodnod és letelepülnöd.	hu
Sorunuzu anlamıyorum.	tr
Die chemische Formel von Wasser ist H₂O.	de
Tiu virino malprave akuzis min.	ep
Warum sollte ich nicht altern? Ich habe es mir durch meine Jahre verdient.	de
Onunla ilk karşılaştığımda otuzuna yaklaşıyordu.	tr
Un anuncio seductor para un centro vacacional de verano.	es
Tom Mary'ye gerçeği söylemeliydi.	tr
